population,totalPop,propOfTotalPop,CDF,diabetes_status_c,age65_c,ethnicity_c,gender_c,Educ_c,IPR_c,HHincome3_c,healthInsStatus_c,typeOfIns1_c,typeOfIns2_c,typeOfIns3_c,typeOfIns4_c,typeOfIns5_c,typeOfIns6_c,typeOfIns7_c,typeOfIns8_c,typeOfIns9_c,typeOfIns10_c,typeOfIns11_c,RxPlan_c,noInsLast12mos_c
33903.00443,303963264,0.000111537,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
33874.3401,303963264,0.000111442,9.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
33589.32274,303963264,0.000110505,9.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
33568.429,303963264,0.000110436,9.29E-01,"Undiagnosed, (-) Diabetes",65<=age,Other Hispanic,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
33513.39155,303963264,0.000110255,9.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
33422.26286,303963264,0.000109955,9.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
33232.37805,303963264,0.00010933,9.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
33210.46328,303963264,0.000109258,9.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
32913.08348,303963264,0.00010828,9.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
32792.94346,303963264,0.000107885,9.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
32182.98494,303963264,0.000105878,9.30E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
32066.67247,303963264,0.000105495,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
31669.23275,303963264,0.000104188,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
31470.21331,303963264,0.000103533,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
31391.26244,303963264,0.000103273,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
31237.77313,303963264,0.000102768,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
31211.68605,303963264,0.000102682,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Not Covered by health insurance,,,,,,,,,,,,,
31201.1469,303963264,0.000102648,9.30E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
30913.04442,303963264,0.0001017,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
30258.47237,303963264,9.95E-05,9.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
30174.72476,303963264,0.000099271,9.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
30160.51332,303963264,9.92E-05,9.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
30123.78084,303963264,9.91E-05,9.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
30058.86732,303963264,9.89E-05,9.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
29563.10446,303963264,9.73E-05,9.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
29453.72068,303963264,9.69E-05,9.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
29344.18516,303963264,9.65E-05,9.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
29098.93726,303963264,9.57E-05,9.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
29019.11769,303963264,9.55E-05,9.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
28801.32983,303963264,9.48E-05,9.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28484.72965,303963264,9.37E-05,9.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28476.57333,303963264,9.37E-05,9.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
28136.55457,303963264,9.26E-05,9.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
28089.77837,303963264,9.24E-05,9.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28052.30116,303963264,9.23E-05,9.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
27947.78811,303963264,9.19E-05,9.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
27927.6938,303963264,9.19E-05,9.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
27896.72441,303963264,9.18E-05,9.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
27561.52176,303963264,9.07E-05,9.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,,Not Covered by health insurance,,,,,,,,,,,,,
27364.60731,303963264,0.000090026,9.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
26713.85875,303963264,8.79E-05,9.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
26634.52694,303963264,8.76E-05,9.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26568.99746,303963264,8.74E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
26473.22764,303963264,8.71E-05,9.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26405.6866,303963264,8.69E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
25875.15223,303963264,8.51E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
25837.50248,303963264,8.50E-05,9.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
25639.82815,303963264,8.44E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
25449.81687,303963264,8.37E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
25300.04161,303963264,8.32E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
25146.84474,303963264,8.27E-05,9.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,Covered by SCHIP,,,,,,,Plans cover Rxs,
25007.78768,303963264,8.23E-05,9.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
24877.51838,303963264,8.18E-05,9.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24815.04801,303963264,8.16E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
24602.9577,303963264,8.09E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24382.31356,303963264,8.02E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
24367.22922,303963264,0.000080165,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24231.63246,303963264,0.000079719,9.34E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24153.63173,303963264,7.95E-05,9.34E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24122.52939,303963264,0.00007936,9.34E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24107.81125,303963264,7.93E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
23956.39438,303963264,7.88E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23869.53071,303963264,7.85E-05,9.34E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23578.93939,303963264,7.76E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23526.70925,303963264,7.74E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23505.92435,303963264,7.73E-05,9.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
23386.32252,303963264,0.000076938,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
23271.98306,303963264,7.66E-05,9.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
23201.77869,303963264,7.63E-05,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,0.75<=INDFMPIR<1,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23193.43086,303963264,7.63E-05,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23053.97684,303963264,7.58E-05,9.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,Covered by SCHIP,,,,,,,Plans cover Rxs,
23032.20049,303963264,0.000075773,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
23030.71152,303963264,7.58E-05,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"($100,000 and Over)<=HHincome",Not Covered by health insurance,,,,,,,,,,,,,
23018.43627,303963264,7.57E-05,9.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
22980.32052,303963264,7.56E-05,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
22939.37795,303963264,7.55E-05,9.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
22879.00519,303963264,0.000075269,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
22821.38288,303963264,7.51E-05,9.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
22668.08027,303963264,7.46E-05,9.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,,Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
22631.64254,303963264,7.45E-05,9.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
22499.35826,303963264,0.00007402,9.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
22469.64934,303963264,7.39E-05,9.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
22468.24294,303963264,7.39E-05,9.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
22281.65634,303963264,7.33E-05,9.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
22030.65522,303963264,0.000072478,9.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
